responsable,institucion_original,institucion_standard,cuidad,cod_postal,direccion,lat,lon,lineas_investigacion,area_clinica,proyecto_descripcion,proyecto_estado,descripcion_kw,ip,ip_nivel,linea_investigacion_caracter_inovador,entidades_finaciodoras,fondos_capital_riesgo,entidades_colaboradoras,ano_inicio,ano_fin,capacidad_trabajo
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Diseño de intervenciones preventivas multinivel y monitorización del tratamiento antiretroviral en países de renta baja.,Salud internacional,"Fortalecimiento de las capacidades locales de prevención, diagnóstico de VIH/SIDA y el diagnóstico y tratamiento de las ITS e infecciones prevalentes en el Departamento de Escuintla – Guatemala",Inactivo,"Objetivo General: Disminuida la prevalencia e incidencia del VIH/SIDA y el resto de infecciones de transmisión sexual (ITS), en población vulnerable y general del departamento de Escuintla en colaboración con el Ministerio de Salud de Guatemala. Objetivos Específicos: Mejorado el sistema de vigilancia e información sanitaria, la gestión clínica y el acceso a los servicios de diagnóstico, atención y prevención de ITS/VIH/SIDA en población vulnerable y general del departamento de Escuintla, Guatemala",Local,3,SI,Pública,NO,"Ministerio de Salud Pública y Asistencia Social; Fundación Preventiva de SIDA, Fernando Iturbide; Hospital Departamental de Escuintla; Hospital Roossevelt; Fundación Sobreviviente; Programa Nacional de ITS/VIH/SIDA, Programa de Salud Reproductiva,  Dirección del Área de Salud de Escuintla, Sistema Integrado de Atención en Salud SIAS, Centro Nacional de Epidemiología del Ministerio de Salud Pública y Asistencia Social",2008,2010,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Diseño de intervenciones preventivas multinivel y monitorización del tratamiento antiretroviral en países de renta baja.,Salud internacional,Intensificación de las acciones de prevención y atención integral del VIH/SIDA en grupos vulnerables y áreas prioritarias de Guatemala,Inactivo,L'objectiu general del projecte és contribuir  a la disminució de la prevalència i incidència del VIH/SIDA i ITS en la població del Departament d'Escuintla en col·laboració amb el Ministeri de Salut de Guatemala,Local,3,SI,Pública,NO,"Ministerio Salud Pública y Asistencia Social de Guatemala, Dirección Area Salud de Escuintla, Fundació sida i societat",2008,2009,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Diseño de intervenciones preventivas multinivel y monitorización del tratamiento antiretroviral en países de renta baja.,Salud internacional,Intensificación de las acciones de prevención y atención integral del VIH/SIDA en grupos vulnerables y áreas prioritarias de Guatemala,Inactivo,L'objectiu general del projecte és contribuir  a la disminució de la prevalència i incidència del VIH/SIDA i ITS en la població del Departament d'Escuintla en col·laboració amb el Ministeri de Salut de Guatemala,Local,3,SI,Pública,NO,"Ministerio Salud Pública y Asistencia Social de Guatemala, Dirección Area Salud de Escuintla, Fundació sida i societat",2008,2009,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Diseño de intervenciones preventivas multinivel y monitorización del tratamiento antiretroviral en países de renta baja.,Salud internacional,"Proyecto integral de prevención, control y tratamiento de las ITS/VIH/SIDA y sus determinantes de contexto en el Departamento de Escuintla, Guatemala",Inactivo,"El objetivo de la intervención es la disminución de la prevalencia e incidencia del VIH/SIDA e ITS en la población del Departamento de Escuintla en colaboración con e Ministerio de Salud de Guatemala (Guatemala), a través de la prevención, el acceso a la salud, incidir en el contexto de riesgo y la incidencia política. También se ha implementado un proyecto de atención integral a Victimas de violencia sexual en 4 centros de salud y un hospital del departamento y se ha fortalecido el laboratorio del hospital nacional de Escuintla para albergar en un futura una unidad de atención integral a pacientes VIH/sida en el hospital",Local,3,SI,Pública,NO,"Vice-Ministerio de Salud Pública y Asistencia Social de Guatemala (MSPAS), Programa Nacional de control de ITS/VIH/SIDA, Programa de Salud Reproductiva del MSPAS, Dirección del área de salud de Escuintla, Centro Nacional de Epidemiología de Guatemala, Hospital Regional de Escuintla, Fundación Preventiva Frenando Iturbide",2007,2009,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Monitorización y evaluación de intervenciones preventivas por VIH y ITS. Evaluación de nuevas herramientas diagnósticas por VIH y ITS,Salud internacional, Capacity building in HIV/syphilis prevalence estimation using non-invasive methods among MSM in Southern and Eastern Europe. Amb la col·laboració del govern local de Verona (SIALON I),Inactivo,"L'objectiu principal de SIALON I va ser obtenir informació vàlida sobre la prevalença de VIH, sífilis, conductes de risc i factors culturals en homes que tenen relacions sexuals amb homes (HSH), mitjançant mètodes d’apropament no invasius en països de l’est i sud d’Europa. A més, l’estudi pretenia desenvolupar recomanacions a nivell europeu sobre polítiques i estratègies de prevenció d’ ITS dirigides al col·lectiu d’ HSH. ",Internacional,3,SI,Pública,NO,"Grup SIALON :
- Regional Centre for Health Promotion, Veneto Region, Verona, Italy
- Regional Public Health and Health Promotion Centre, Maribor, Slovenia 
- ACCEPT Association, Bucharest, Romania
- National Reference Centre for HIV/AIDS - Slovak Medical University, Bratislava, Slovakia 
- National Institute of Public Health, Prague, Czech Republic ",2008,2010,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,"Estudio de la historia natural de la infección por VIH y los patrones de mortalidad en el contexto HAART.Desarrollo de técnicas de análisis estadístico, incluyendo la triangulación y modelización (estimación de la incidencia de infección por VIH, análisis matricial, etc.)""",Salud internacional,HIV Cohorts Analyzed Using Structural Approaches to Longitudinal data (HIV-CAUSAL),Inactivo,La colaboración HIV CAUSAL es una colaboración multinacional de estudios prospectivos de personas VIH positivas procedentes de seis países europeos y Estados Unidos,Internacional,3,SI,"National Institute of Allergy and Infectious Diseases, National Institutes of Health",NO,,2007,2011,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Estudio de la historia natural de la infección por VIH y los patrones de mortalidad en el contexto HAART.,Salud internacional,Monitoring and Modelling prognosis in the era of HAART (ART-CC Collaboration),Inactivo,"ART CC incluye 19 estudios de cohortes de Europa y América del Norte. Se estableció para estimar el pronóstico de pacientes VIH-1 positivos, sin tratamiento previo que inician la terapia antirretroviral de gran actividad (TAR). Sus principales objetivos son: Estimar el pronóstico de eventos clínicos (muertes por todas las causas y causas específicas, SIDA y los eventos definitorios de SIDA) a largo plazo en la era TARGA; y estimar el pronóstico relativo a las estrategias de tratamiento, con énfasis en la modelización causal.",Internacional,3,SI,Medical research Council (UK),NO,,2008,2011,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,"Disseny d'intervencions preventives multinivell i monitoratge del tractament antiretroviral en països de renda baixa.
",Salud internacional,"PROYECTO UALE- Prevención, Control y Tratamiento de las Infecciones de Transmisión Sexual (ITS/VIH) en Escuintla. PROYECTO MANGUA- Apoyo Técnico al Ministerio de Salud Pública y Asistencia Social de la República de Guatemala y a Hospitales de Referencia en Ciudad de Guatemala en el desarrollo de una aplicación informática para el seguimiento y evaluación del tratamiento antirretroviral y la constitución de una cohorte de pacientes positivos",Inactivo,"L'objectiu general del projecte és contribuir  a la disminució de la prevalència i incidència del VIH/SIDA i ITS en la població del Departament d'Escuintla en col·laboració amb el Ministeri de Salut de Guatemala
Proyecto UALE: 3 clíniques d'ITS per població vulnerable al departament d'Escuintla, educació per a la prevenció del VIHa la comunitat, activitats de sensibilització i d'incidència política i de drets humans. Projecte MANGUA : desenvolupament i implementació d'un aplicatiu informàtic en els hospitals públics que atenen pacients VIH/SIDA a Guatemala amb la finalitat de disponsar d'informació per la presa de decisions a nivell de país. ",Local,3,SI,Pública,NO,"CDC Guatemala, Proyecto calidad en salud/ USAID Guatemala, Centro de Investigación, capacitación y apoyo a la mujer (CICAM), Municipalidad de Sta Lucia Cotzumalguapa",2006,2008,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Diseño de intervenciones preventivas multinivel y monitorización del tratamiento antiretroviral en países de renta baja.,Salud internacional,Reducción de la vulnerabilidad de las TSC en Escuintla (Guatemala) respecto al VIH y ITS II,Inactivo,L'objectiu general del projecte és contribuir  a la disminució de la prevalència i incidència del VIH/SIDA i ITS en la població del treballadores del sexe Departament d'Escuintla en col·laboració amb el Ministeri de Salut de Guatemala,Local,3,SI,Pública,NO,"Dirección Area de Salud de Escuintla, Fundació Barcelona Sida 2002 ",2005,2006,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Monitorización y evaluación de intervenciones preventivas por VIH y ITS.,Salud internacional,European Project on Non-Occupational Post-Exposure Prophylaxis for HIV  (EURO-NONOPEP),Inactivo,Estandarditzar i avaluar la viabilitat d'una guia per a la profilaxis post-exposició no ocupacional de la infecció pel VIH a Europa,Internacional,3,SI,Pública,NO,"Centres coordinadors (per països):
Centre of Pneumology (Àustria)
Division of Infectious Diseases C.H.U. Saint-Pierre (Bèlgica)
Department  of Epidemiology,  State Serum Institute (Dinamarca)
Observatoire Regional de la Sante ORS PACA (França)
HELLENIC CENTER OF INFECTIOUS DISEASES (Grècia)
Robert Koch Institut Infectionsepidemiologoe /AidsZentrum (Alemanya)
Municipal Health Service, Dept. of  Infectious diseases (Holanda)
Department of Genito Urinary Medicine and Infectious diseases, St James Hospital (Irlanda)
DEPT. OF EPIDEMIOLOGY OF THE NATIONAL INSTITUT OF INFECTIOUS DISEASES. INMI “L. Spallanzani” IRCSS (Itàlia)
Serviço Doenças Infecciosas – Faculdade de Medicina & Hospital de São João - Porto (Portugal)
Clinic of Infectious Diseases, Medical Centre Ljubljana, HIV/AIDS Unit (Eslovènia)
DipartImento di Medicina Interna Ospedale CIVICO (Suïssa)
HPA-CDSC 61 Communicable Disease Surveillance Centre (Regne Unit)
",2001,2004,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Monitorización y evaluación de intervenciones preventivas por VIH y ITS.,Salud internacional,Los programas de intercambio de jeringuillas para la prevención de la infección por el HIV en los países en el sur de Europa (PESESUD-2),Inactivo,"The general aim of this project is the monitoring of Syringe Exchange Programs (SEPs) implemented in Southern European Countries. The objectives are :
1. to monitor the implementation and the delivery of services provided by SEPs in France, Italy, Spain and Portugal;
2. to establish an expert consensus about their standards of good practice and their evaluation;
3. to develop a basic form to collect routine standardised information of the identified SEPs and to develop a user-friendly software to analyse data and make reports;
4. to promote the exchange of education materials distributed a different SEPs in the Southern European Countries;
5. to maintain and strengthen the Southern-European network of SEPs.

",Internacional,3,SI,Pública,NO,"Médecins du Monde (França) 
Agenzia di Sanità Pubblica. Regione Lazio (Itàlia) 
Comissáo Nacional Luta Contra a Sida y Associaçao Nacional das Farmácias (Portugal)",1998,2000,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Monitorización y evaluación de intervenciones preventivas por VIH y ITS.,Salud internacional,Los programas de intercambio de jeringuillas para la prevención de la infección por el HIV en los países en el sur de Europa (PESESUD-1),Inactivo,"The general aim of this project is the monitoring of Syringe Exchange Programs (SEPs) implemented in Southern European Countries. The objectives are :
1. to monitor the implementation and the delivery of services provided by SEPs in France, Italy, Spain and Portugal;
2. to establish an expert consensus about their standards of good practice and their evaluation;
3. to develop a basic form to collect routine standardised information of the identified SEPs and to develop a user-friendly software to analyse data and make reports;
4. to promote the exchange of education materials distributed a different SEPs in the Southern European Countries;
5. to maintain and strengthen the Southern-European network of SEPs.",Internacional,3,SI,Pública,NO,"Médecins du Monde (França) 
Agenzia di Sanità Pubblica. Regione Lazio (Itàlia) 
Comissáo Nacional Luta Contra a Sida y Associaçao Nacional das Farmácias (Portugal)",1996,1998,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Métodos de monitorización y evaluación de las epidemias de VIH e infecciones de transmisión sexual (ITS).,Salud internacional,Factores de riesgo por el sarcoma de Kaposi en pacientes con SIDA: un estudio europeo de casos y controles (EUROSHAKS-2),Inactivo,"Identificar possibles factors de risc genètics, de comportament, biològics i ambientals per al VIH associat al Sarcoma de Kaposi a través d'un estudi cas-control multicèntric",Internacional,3,SI,Pública,NO,"Espanya:
Hospital Clínic, Hospital Germans Trias i Pujol, Hospital de Sant Pau, Hospital de Bellvitge, Hospital Vall d'Hebron, Hospital del Mar, Hospital 12 d'Octubre

Bèlgica: St. Pierre Hospital

Itàlia: H San Raffaele

Grècia: ""A. Sygros"" Hospital

Regne Unit: St Stephen's Centre
",1995,1997,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Métodos de monitorización y evaluación de las epidemias de VIH e infecciones de transmisión sexual (ITS).,Salud internacional,Factors de riesc pel sarcoma de Kaposi en pacients amb SIDA: un estudi europeu de casos i controls (EUROSHAKS-1),Inactivo,"Identificar possibles factors de risc genètics, de comportament, biològics i ambientals per al VIH associat al Sarcoma de Kaposi a través d'un estudi cas-control multicèntric",Internacional,3,SI,Pública,NO,"Espanya: Hospital Clínic, Hospital Germans Trias i Pujol, Hospital de Sant Pau, Hospital de Bellvitge, Hospital Vall d'Hebron, Hospital del Mar, Hospital 12 d'Octubre

Bèlgica: St. Pierre Hospital

Itàlia: H San Raffaele

Grècia: ""A. Sygros"" Hospital

Regne Unit: St Stephen's Centre
",1993,1995,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Estudio de la historia natural de la infección por VIH y los patrones de mortalidad en el contexto HAART,Salud internacional,HIV Cohorts Analyzed Using Structural Approaches to Longitudinal data (HIV-CAUSAL),Activo,The HIV-CAUSAL Collaboration is a multinational collaboration of prospective studies of HIV-infected individuals from six European countries and the United States. HIV-CAUSAL stands for HIV Cohorts Analyzed Using Structural Approaches to Longitudinal data.,Internacional,3,SI,Harvard University Center for AIDS Research (CFAR) ,NO,,2011,2012,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Estudio de la historia natural de la infección por VIH y los patrones de mortalidad en el contexto HAART,Salud internacional,COHERE,Activo,"COHERE es una estructura que se organizó en 2005. Su misión es llevar a cabo la investigación epidemiológica sobre el pronóstico y la evolución de las personas con VIH de toda Europa, incluyendo mujeres embarazadas, niños y adultos.",Internacional,3,SI,European Union Seventh Framework Programme,NO,"COHERE is a collaborative group of 33 adult, paediatric, and mother/child HIV cohorts across Europe. The collaboration allows comparisons across age categories and provides a mechanism to rapidly compile datasets to address novel research questions that cannot be studied adequately in individual cohorts.",2007,2013,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Estudi de la història natural de la infecció per VIH i els patrons de mortalitat en el context HAART,Salud internacional,Eurocoord,Activo,"EuroCoord es una red de excelencia establecida por varios de las más grandes cohortes de VIH y colaboraciones en Europa - CASCADE, COHERE, EuroSIDA y PENTA.",Internacional,3,SI,European Union Seventh Framework Programme,NO,"EuroCoord is a Network of Excellence established by several of the biggest HIV cohorts and collaborations within Europe - CASCADE, COHERE, EuroSIDA, and PENTA. This large, integrated network exploits the scientific strengths of each collaboration to ensure that the best, most competitive HIV research is performed.",2007,2013,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,"RED TEMATICA DE INVESTIGACIÓN COOPERATIVA DE CANCER (RD06/0020/0097)
V Plan Nacional de I+D+I (2004-2007) y VI Plan Nacional de I+D+I (2008-2011)
",Oncología,RED TEMATICA DE INVESTIGACIÓN COOPERATIVA DE CANCER (RD06/0020/0097),Activo,Oncology,LOCAL,3,NO,PÚBLICA NACIONAL,NO,"INSTITUT D´INVESTIGACIÓ BIOMÈDICA DE BELLVITGE (IDIBELL)
HOSPITAL UNIVERSITARI DE BELLVITGE
INSTITUT DE RECERCA ONCOLOGICA / INSTITUT
INSTITUT PASTEUR DE PARÍS
UNIVERSITAT DE BARCELONA",2007,2010,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,ANÁLISIS DE LAS VÍAS DE TRANSDUCCIÓN DE SEÑAL INDUCIDAS POR TGF-BETA EN CÉLULAS HEPÁTICAS HUMANAS COMO ESTRATEGIA PARA EL DESARROLLO DE NUEVAS TERAPIAS EN PATOLOGÍAS DEL HÍGADO (BFU2009-07219),Hematología,ANÁLISIS DE LAS VÍAS DE TRANSDUCCIÓN DE SEÑAL INDUCIDAS POR TGF-BETA EN CÉLULAS HEPÁTICAS HUMANAS COMO ESTRATEGIA PARA EL DESARROLLO DE NUEVAS TERAPIAS EN PATOLOGÍAS DEL HÍGADO (BFU2009-07219),Activo,Hepathology,LOCAL,3,SI,PÚBLICA NACIONAL,NO,"INSTITUT D´INVESTIGACIÓ BIOMÈDICA DE BELLVITGE (IDIBELL)
INSTITUT PASTEUR DE PARÍS
UNIVERSIDAD COMPLUTENSE DE MADRID",2010,2012,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,CANCERDIP - The use of Methylated DNA Immunoprecipitation MeDIP in cancer for better clinical management.,Oncología,"Aberrant DNA methylation is the most common molecular lesion of the cancer cell. Neither gene mutation nor cytogenetic abnormalities are as common in human tumours as DNA methylation alterations. The stability of our genome and correct gene expression is maintained to a great extent thanks to a perfectly preestablished pattern of DNA methylation and histone modifications. In cancer this idealistic scenario breaks down due to an interesting phenomenon whereby the regulatory regions (CpG islands) of certain tumour suppressor genes become hypermethylated, inactivating the gene as a consequence,
whilst a wave of hypomethylation occurs in the genome. Indeed, CpG island promoter hypermethylation has a tumour-type-specific pattern, where each gene tends to be methylated in the cancer cells driven from a particular tissue, but not from others. It is also widely accepted that the multiprotein complex associated with the methylated DNA is also crucially involved in the repression of gene expression. Another aspect crucial for the interest of epigenetics in cancer is that promoter hypermethylation of the CpG island of tumours suppressor genes occurs early in tumorigenesis. Furthermore, it has been extensively reported that CpG promoter hypermethylation can be used as predictor of cancer behaviour and a predictor of response to treatment. This characteristic makes promoter hypermethylation combined with the epigenetic associated proteins profile, a potential biomarker for early detection of cancer and for the individualization of cancer treatment. We are going to use a novel technique based in chromatin immunoprecipitation, the Methylated DNA Immunoprecipitation (MeDIP) technique that will easily permit us to obtain an epigenomic profile which will be used to personalize cancer treatment and facilitate tumour diagnosis, prognosis and monitoring.",Inactivo,"Cancer, Epigenetics, DNA methylation, DNA  Immunoprecipitation, MeDIP, chromatin-modifying protein complexes.",LOCAL,3,SI,PÚBLICA INTERNACIONAL,NO,"1. IDIBELL
2. Université Libre de Bruxelles
3. Radboud Universiteit Nijmegen - Stichting Katholieke Universiteit
4. Seconda Universita Degli Studi Di Napoli
5. Max Planck Gesellschaft Zur Foerderung Der Wissenschaften E.V
6. Diagenode SA",2009,2011,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,INDABIP: INNOVATIVE DIAGNOSTIC APPROACHES FOR BIOMARKERS IN PARKINSON DISEASE.,Neurología,"Parkinson disease (PD), a specific type of a group of neurodegenerative disorders called synucleinopathies, is the second most common neurodegenerative disorder worldwide. Many neurodegenerative disorders are preceded by a pre-symptomatic phase, probably lasting years, during which degeneration and death of neurons occurs before any clinical symptoms appear. One major goal of clinical research is to improve early detection of these diseases by developing tools to move diagnosis backward in the neurodegeneration temporal course. Thus, the central objective of this INDABIP proposal is the identification of molecular markers that hallmark the onset of a cellular dysfunction in the brain areas involved in PD. These markers would enable to identify at-risk groups both for disease onset and progression during the pre-clinical period.
INDABIP combines in a very unique form the latest technologies in biomarkers research provided by the companies to be applied on invaluable human material in one of the largest brain tissue collection ever approached combined finally with further research and validation on cell and in vivo models. Within our consortium we will have access to more than 120 neuropathologically-confirmed brains in Barcelona, Munich and from Brain-Net Germany.
The putative biomarkers will be analyzed boinformatically and the more promising ones submitted to a validation program including quantitative PCR, WB and inmunohistochemistry confirmation. Additionally, a rigurous analysis of the literature and the use of a in vitro model to reproduce some of the aspects of the progression of the disease will help to perform a careful assessment of the potential of some biomarkers as pharmacological targets.",Inactivo,"Parkinson disease; synucleinopathies ; biomarkers, early diagnostics, molecular diagnostics, pharmacological targets, transcriptomics, microRNA, differential splicing, protomics, bioinformatics, data mining.",LOCAL,3,SI,PÚBLICA INTERNACIONAL,NO,"1. Oryzon Genomics
2. Ludwig-Maximilians - University of Munich
3. ACTIGENICS
4. GENFIT
5. IDIBELL
6. Kuopio University
7. Université de Lille",2006,2010,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,BrainNet Europe II - Network of European Brain and Tissue Banks for Clinical and Basic Neuroscience,Neurología,"BrainNet Europe II is a network of 19 established brain banks across Europe. Having established a network of ten brain banks in preparation for BrainNet Europe II we now aim to integrate new members, to spread excellence in collecting human high quality post mortem brain tissue and to foster research in the cellular and molecular basis of neurological and mental disorders and diseases, gender aspects and the ageing process.",Inactivo,Neurology,INTERNACIONAL,3,NO,PÚBLICA INTERNACIONAL,NO,"Ludwig Maximilians Universitaet Muenchen LMU Germany 
University of Kuopio UKU Finland 
University of Edinburgh UEDIN United Kingdom
Huddinge Brain Bank HBB Sweden 
University of Vienna INUV Austria 
Istituto Carlo Besta INNCB Italy 
University of Barcelona Bellvitge/UB Spain 
Institut National de la Santé et de la Recherche INSERM France
King´s College London KCL United Kingdom
Netherlands Brain Bank foundation NBB Netherlands
National and Capodistrian University of Athens NCUA Greece 
Università de Bologna UNIBO Italy 
National Institute of Psychiatry and Neurology OPNI Hungary 
Human Brain Tissue Bank HBTB Hungary
Georg-August University Goettingen UKG-GOE Germany 
Saarland University USAAR-MED Germany 
Imperial College of Science Technology and Medicine Imperial United Kingdom
Hospices Civils de Lyon HCL France 
University Wuerzburg University Wuerzburg
GABO mbH & Co. KG",2006,2009,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,"NeuroPrion - Prevention, control and management of prion diseases",Neurología,"NeuroPrion links 52 laboratories across Europe undertaking excellent research in the field of
TSEs. This represents a majority and hence critical mass of actors in the field. NeuroPrion
recognises that there are considerable strengths in the European TSE research effort and will
reinforce these. Nevertheless, there is fragmentation resulting in some barriers which can be
overcome and some areas which can be strengthened.",Inactivo,Neurology,INTERNACIONAL,3,SI,PÚBLICA INTERNACIONAL,NO,"Commissariat à l'Energie Atomique
Institut National de la Recherche Agronomique
Agence Française de Sécurité Sanitaire des Aliments
Centre National de la Recherche Scientifique
Institut National de la Santé et de la Recherche édicale
Association pour la Recherche et le Développement   des Méthodes et Processus Industriels
The University of Edinburgh
Department for Environment, Food& Rural Affairs
Institute for Animal Health
Health Protection Agency
National University of Ireland, Dublin
Heinrich-Heine-Universität Düsseldorf
Ludwig-Maximilians- Universität
Federal Research Centre for Virus Diseases of Animals
Robert Koch-Institut
Centraal Instituut voor
DierziekteControle-Lelystad, part of DLO foundation
Istituto Nazionale Neurologico Carlo Besta
Istituto Superiore di Sanità
Istituto di Ricerche Farmacologiche ""Mario Negri""
Cea- Centro Encefalopatie Animali Istituto  Zooprofilattico Sperimentale del Piemonte, Liguria e Vallee d'Aosta'
Alma Mater Studiorum - Università di Bologna  Dipertimento di Scienze Neurologiche
Institut für Neurologie Universität Wien
University of Zürich
National Veterinary Institute
European Commission - Joint Research Centre
Hadassah Medical Organization
Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria
Institut Neuropatologia/Hospital  Universitari Bellvitge
Universidad de Zaragoza






",2006,2008,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,PLAYMANCER: A EUROPEAN SERIOUS GAMING 3D ENVIRONMENT (FP7-215839),Otros,"The potential of games for entertainment and learning has been demonstrated thoroughly from research and clearly in the market place. Unfortunately, the investments committed to entertainment dwarfs that which is committed for more serious purposes. Furthermore, game development has become more complex, expensive, and burdened with a long development cycle. This creates barriers to independent game developers, and inhibits the introduction of innovative games, or new game genres, i.e. serious games, or games accessible to communities with special needs. 

PlayMancer is a Games for Health research project aiming at implementing an environment for serious games by augmenting existing 3D gaming engines. More specifically, the objectives of PlayMancer are:
1. to construct a fit-to-purpose gaming environment, mainly augmenting the gaming experience with innovative ICT modes of interaction between the player and the game world;
2. to apply the principles of Universally Accessible Games into 3D-based games through the specification of I/O configuration;
3. to evaluate the proposed environment and gaming infrastructure by developing and testing a series of serious games modules as applied to two application domains: physical rehabilitation, and therapeutic support / lifestyle management programs for behavioral and addictive disorders.
",Inactivo,"ICT, Games, Health",INTERNACIONAL,3,SI,PÚBLICA INTERNACIONAL,NO,"1. Systema Teknolotzis AE
2. TXT e-solutions spa
3. Netunion s.a.r.l.
4. University of Patras
5. Technische Universitaet Wien
6. IDIBELL
7. Universite de Geneve",2007,2010,3
Hospital Clínico San Carlos,Fundació Institut d'Investigació Biomèdica de Bellvitge - IDIBELL,Hospital Universitario de Bellvitge,L’Hospitalet de Llobregat,8907,Carrer de la Feixa Llarga,41.349472,2.098523,ESTOOLS - Platforms for biomedical discovery with human ES cells,Genética,"The goal of ESTOOLS is to develop and implement the necessary tools to elucidate the genetic and molecular networks that control the self renewal, commitment and terminal differentiation of hES cells. Neural commitment provides a paradigm for understanding the mechanisms by which ES cells choose between self renewal and lineage commitment. Furthermore, neuronal and glial differentiation of hES cells offer major new experimental avenues for cellular neurobiology and pathogenesis, with the potential for application in pharmaceutical and toxicological screening and cell replacement therapies.",Inactivo,"ES cells, molecular genetic, tools",INTERNACIONAL,3,SI,PÚBLICA INTERNACIONAL,NO,"1. The University of Sheffield
2. SCS UK Ltd.
3. The University of Basel
4. The Hebrew University of Jerusalem
5. The University of Turku
6. The University of Bonn
7. The University of Milan
8. The Medical Research Council
9.The Spanish National Cancer Centre
10. Axordia Ltd.
11.The Institute of Experimental Medicine
12. The University of Lund
13.Karolinska Institutet
14. Vereniging Het Nederlands Kanker Instituut
15.Helsingin Yliopisto
16. SCT Stem Cell Technologies Ltd.
17.The University of Edinburgh
18. The University of Technology, Dresden
19.University of Cambridge
20. Imperial College London
21.IDIBELL",2008,2010,3
